Target,MAJORAXIS,MINORAXIS
1,103,51
1,96,49
1,96,56
1,110,49
1,99,49
1,99,49
1,109,44
1,93,50
1,94,50
1,101,49
1,108,57
1,100,46
1,105,48
1,98,48
1,111,50
1,100,50
1,98,50
1,102,47
1,88,49
1,93,49
1,107,51
1,90,47
1,100,47
1,100,48
1,103,55
1,100,52
1,88,48
1,84,42
1,98,48
1,93,53
1,89,45
1,98,49
1,94,51
1,94,45
1,94,47
1,84,41
1,103,47
1,100,45
1,93,45
1,105,47
1,100,48
1,100,44
1,92,51
1,96,48
1,105,54
1,99,50
1,56,41
1,100,53
1,112,45
1,91,47
1,110,56
1,98,51
1,102,51
1,96,49
1,95,56
1,110,49
1,78,46
1,99,49
1,99,49
1,108,45
1,94,50
1,93,50
1,101,49
1,109,57
1,100,46
1,105,48
1,97,48
1,111,50
1,100,50
1,99,51
1,101,47
1,88,49
1,93,49
1,107,51
1,89,48
1,101,47
1,100,48
1,104,55
1,100,52
1,89,48
1,98,48
1,83,42
1,98,48
1,93,53
1,90,45
1,98,49
1,94,51
1,94,45
1,95,47
1,84,41
1,103,47
1,100,44
1,74,47
1,93,45
1,106,47
1,100,48
1,100,44
1,92,51
1,96,48
1,105,54
1,100,50
1,93,50
1,100,53
1,110,46
1,92,47
1,110,56
1,99,51
1,102,51
1,96,49
1,96,56
1,110,50
1,90,48
1,99,49
1,99,49
1,108,45
1,95,50
1,93,50
1,102,48
1,109,57
1,100,45
1,105,49
1,97,48
1,111,51
1,100,50
1,101,51
1,101,48
1,87,49
1,93,48
1,107,51
1,90,48
1,99,47
1,99,49
1,103,55
1,101,52
1,99,49
1,89,48
1,84,42
1,97,48
1,93,53
1,91,46
1,100,50
1,94,51
1,94,45
1,95,46
1,84,41
1,103,47
1,100,44
1,95,55
1,93,45
1,106,47
1,100,48
1,101,45
1,92,51
1,96,48
1,105,55
1,99,49
1,96,50
1,100,53
1,111,46
1,91,47
1,110,56
1,99,51
1,103,51
1,96,49
1,96,56
1,111,50
1,91,49
1,98,49
1,99,49
1,108,45
1,94,50
1,94,50
1,102,49
1,108,58
1,100,46
1,105,49
1,97,48
1,110,52
1,101,50
1,103,51
1,102,48
1,88,48
1,93,48
1,107,51
1,90,47
1,99,49
1,103,55
1,88,49
1,101,52
1,99,50
1,84,42
1,97,48
1,93,53
1,92,46
1,99,50
1,93,51
1,94,45
1,95,47
1,85,41
1,103,47
1,99,55
1,93,45
1,106,47
1,100,48
1,101,44
1,93,51
1,96,48
1,105,55
1,99,49
1,96,51
1,100,53
1,112,46
1,92,47
1,110,57
1,99,51
1,103,51
1,96,49
1,95,56
1,111,49
1,91,49
1,99,49
1,108,45
1,95,50
1,93,50
1,101,49
1,109,57
1,100,45
1,105,48
1,90,47
1,112,52
1,100,50
1,103,51
1,102,48
1,40,24
1,88,49
1,93,49
1,108,51
1,91,48
1,100,49
1,104,55
1,89,49
1,101,52
1,100,50
1,84,42
1,97,48
1,93,53
1,92,46
1,99,50
1,93,52
1,94,45
1,95,47
1,84,41
1,103,47
1,99,55
1,93,46
1,106,48
1,100,48
1,100,45
1,93,51
1,96,48
1,106,55
1,97,51
1,100,53
1,110,46
1,92,47
1,110,57
1,99,52
1,102,51
1,96,49
1,95,56
1,110,50
1,92,49
1,100,49
1,109,45
1,95,50
1,93,50
1,101,49
1,108,58
1,25,23
1,101,46
1,105,49
1,110,53
1,101,50
1,89,44
1,104,51
1,102,48
1,88,49
1,93,48
1,108,51
1,90,48
1,99,48
1,103,55
1,101,52
1,100,50
1,89,48
1,84,42
1,98,48
1,93,53
1,91,46
1,100,50
1,93,52
1,94,45
1,95,47
1,85,41
1,103,47
1,99,56
1,93,45
1,107,47
1,100,48
1,101,45
1,93,51
1,96,48
1,105,55
1,97,51
1,100,53
1,110,46
1,92,47
1,111,56
1,99,51
1,104,51
1,97,49
1,95,56
1,111,49
1,93,49
1,99,49
1,109,45
1,95,50
1,93,50
1,101,49
1,88,41
1,108,57
1,101,46
1,104,49
1,111,53
1,101,50
1,92,46
1,103,51
1,103,47
1,87,49
1,93,48
1,107,51
1,91,48
1,100,48
1,104,55
1,89,48
1,100,52
1,100,50
1,84,51
1,84,42
1,98,48
1,93,53
1,92,46
1,99,50
1,93,52
1,94,45
1,94,47
1,85,41
1,103,47
1,100,56
1,94,45
1,107,47
1,100,48
1,100,45
1,92,51
1,96,47
1,105,55
1,97,51
1,100,53
1,110,46
1,92,46
1,110,57
1,99,51
1,104,51
1,97,49
1,95,55
1,111,50
1,92,50
1,99,49
1,109,45
1,95,50
1,93,50
1,101,49
1,89,42
1,108,57
1,101,46
1,105,48
1,111,53
1,101,50
1,93,47
1,103,51
1,104,47
1,88,48
1,93,48
1,107,51
1,88,48
1,99,48
1,104,55
1,89,49
1,100,52
1,99,50
1,96,53
1,83,42
1,97,48
1,93,53
1,92,46
1,100,49
1,93,52
1,94,45
1,95,47
1,85,41
1,103,46
1,99,56
1,35,24
1,94,45
1,105,48
1,100,48
1,100,45
1,93,51
1,95,47
1,106,55
1,61,34
1,98,51
1,101,53
1,111,46
1,91,47
1,110,57
1,98,52
1,103,51
1,97,49
1,94,55
1,111,50
1,92,50
1,99,49
1,110,45
1,94,50
1,92,51
1,101,49
1,90,43
1,108,57
1,102,46
1,21,18
1,105,49
1,39,24
1,111,53
1,101,50
1,94,47
1,104,51
1,103,47
1,88,48
1,93,48
1,108,51
1,90,47
1,99,49
1,104,55
1,89,49
1,100,52
1,100,50
1,95,54
1,83,42
1,97,48
1,93,53
1,92,46
1,101,49
1,93,52
1,94,45
1,95,47
1,84,41
1,93,41
1,100,56
1,94,46
1,106,48
1,100,48
1,100,45
1,94,51
1,95,47
1,105,55
1,88,39
1,97,52
1,100,53
1,111,47
1,92,47
1,111,57
1,99,52
1,103,51
1,96,49
1,110,50
1,93,50
1,99,49
1,109,45
1,94,50
1,93,51
1,101,49
1,91,43
1,108,57
1,101,46
1,75,29
1,104,49
1,111,54
1,100,51
1,95,46
1,103,51
1,103,47
1,87,49
1,93,48
1,108,52
1,90,48
1,99,48
1,104,55
1,87,49
1,101,52
1,100,50
1,96,54
1,83,42
1,98,48
1,93,53
1,92,46
1,100,49
1,93,52
1,95,45
1,95,47
1,85,41
1,96,44
1,99,56
1,93,46
1,106,48
1,100,48
1,100,45
1,93,51
1,105,55
1,93,40
1,98,51
1,58,32
1,100,53
1,111,47
1,92,47
1,109,57
1,99,51
1,102,51
1,96,49
1,81,43
1,111,50
1,93,50
1,99,49
1,110,45
1,95,50
1,93,51
1,101,49
1,91,43
1,108,57
1,101,46
1,84,33
1,105,49
1,111,54
1,19,17
1,100,51
1,95,47
1,103,51
1,104,47
1,93,48
1,109,51
1,90,47
1,99,49
1,103,56
1,89,49
1,99,51
1,96,54
1,84,42
1,97,48
1,93,53
1,92,46
1,100,50
1,93,52
1,95,45
1,95,47
1,84,41
1,96,46
1,100,56
1,93,46
1,106,48
1,100,48
1,100,45
1,93,51
1,105,55
1,95,41
1,97,52
1,71,39
1,101,53
1,111,47
1,92,47
1,110,57
1,100,51
1,103,51
1,92,44
1,96,49
1,111,50
1,93,50
1,99,49
1,110,45
1,95,50
1,93,50
1,102,49
1,91,43
1,107,57
1,101,46
1,104,36
1,105,49
1,111,54
1,101,51
1,95,47
1,103,51
1,104,47
1,92,48
1,108,52
1,90,48
1,99,49
1,104,56
1,87,49
1,100,50
1,88,44
1,96,54
1,84,42
1,97,47
1,93,53
1,91,46
1,100,50
1,93,52
1,95,45
1,94,47
1,85,42
1,98,47
1,99,56
1,94,46
1,107,48
1,100,48
1,100,45
1,93,51
1,105,55
1,97,41
1,97,52
1,83,40
1,100,54
1,111,47
1,92,47
1,110,56
1,100,52
1,102,51
1,91,45
1,96,49
1,111,50
1,93,50
1,99,49
1,109,45
1,95,50
1,93,50
1,101,49
1,91,44
1,101,47
1,104,37
1,106,48
1,111,54
1,101,50
1,96,47
1,102,51
1,104,47
1,93,49
1,108,52
1,88,48
1,100,48
1,104,55
1,87,49
1,99,51
1,92,45
1,97,54
1,83,42
1,97,47
1,93,54
1,91,46
1,100,49
1,94,52
1,94,45
1,94,47
1,85,42
1,98,47
1,60,45
1,100,56
1,94,46
1,107,48
1,100,48
1,101,45
1,93,51
1,105,55
1,97,42
1,97,52
1,85,40
1,101,53
1,111,47
1,92,47
1,110,57
1,99,52
1,102,51
1,93,45
1,96,50
1,111,50
1,93,50
1,99,49
1,73,32
1,110,45
1,93,50
1,94,50
1,102,49
1,91,43
1,101,47
1,104,37
1,105,49
1,111,54
1,101,51
1,95,47
1,102,51
1,104,48
1,94,49
1,109,52
1,89,48
1,100,48
1,103,55
1,88,49
1,99,50
1,94,45
1,97,54
1,83,42
1,96,47
1,95,54
1,91,46
1,100,49
1,94,52
1,95,45
1,94,47
1,84,42
1,78,50
1,98,48
1,100,56
1,93,46
1,107,48
1,99,49
1,101,46
1,91,51
1,51,34
1,104,55
1,99,42
1,97,52
1,85,41
1,100,53
1,111,47
1,92,47
1,111,57
1,100,52
1,92,46
1,94,45
1,96,50
1,111,50
1,93,50
1,99,49
1,100,43
1,109,46
1,94,50
1,92,50
1,102,49
1,90,44
1,101,47
1,104,37
1,104,49
1,111,54
1,102,51
1,96,46
1,104,51
1,104,48
1,93,49
1,89,45
1,109,52
1,89,48
1,100,48
1,104,55
1,88,49
1,99,50
1,95,45
1,98,54
1,83,42
1,93,54
1,91,46
1,99,49
1,93,52
1,95,45
1,94,47
1,84,42
1,81,50
1,99,48
1,99,56
1,94,46
1,107,48
1,99,49
1,101,46
1,95,47
1,91,50
1,105,54
1,99,42
1,98,52
1,86,41
1,101,53
1,112,47
1,92,47
1,110,57
1,100,52
1,54,45
1,93,46
1,97,50
1,111,50
1,93,50
1,98,49
1,101,44
1,109,46
1,93,49
1,95,50
1,101,49
1,90,44
1,102,47
1,104,37
1,103,48
1,110,54
1,101,51
1,95,47
1,104,51
1,104,47
1,93,49
1,57,41
1,92,45
1,109,52
1,90,47
1,99,48
1,97,52
1,88,49
1,99,51
1,94,46
1,97,54
1,83,43
1,94,54
1,92,46
1,100,49
1,93,52
1,94,46
1,95,47
1,85,42
1,84,51
1,98,48
1,99,57
1,94,46
1,107,49
1,100,48
1,101,46
1,96,48
1,105,54
1,100,42
1,98,51
1,85,42
1,100,53
1,109,47
1,91,47
1,110,57
1,99,52
1,94,52
1,92,46
1,97,50
1,110,50
1,93,50
1,99,50
1,104,44
1,109,46
1,95,51
1,91,49
1,101,49
1,91,44
1,101,46
1,105,38
1,103,48
1,111,54
1,101,52
1,97,46
1,105,51
1,103,48
1,93,49
1,82,40
1,93,46
1,109,52
1,90,48
1,99,48
1,88,49
1,98,51
1,96,45
1,96,54
1,83,42
1,93,54
1,20,18
1,91,46
1,98,49
1,93,52
1,95,45
1,93,47
1,85,42
1,88,50
1,98,49
1,40,31
1,99,57
1,93,46
1,107,48
1,99,48
1,101,46
1,96,48
1,104,54
1,101,42
1,76,39
1,98,51
1,86,42
1,100,53
1,111,46
1,91,47
1,110,57
1,99,52
1,99,53
1,93,47
1,96,50
1,110,50
1,93,50
1,99,49
1,104,44
1,109,46
1,95,51
1,101,49
1,91,44
1,101,47
1,18,17
1,105,38
1,110,54
1,101,52
1,95,47
1,104,51
1,104,47
1,94,49
1,80,40
1,93,45
1,110,52
1,89,48
1,100,48
1,88,49
1,99,51
1,96,46
1,96,54
1,83,42
1,97,51
1,94,54
1,92,46
1,93,52
1,95,45
1,93,47
1,84,42
1,97,52
1,90,50
1,98,49
1,99,56
1,94,46
1,107,49
1,99,49
1,101,46
1,97,48
1,104,55
1,101,42
1,93,46
1,98,51
1,86,42
1,101,53
1,109,46
1,92,47
1,111,56
1,99,52
1,100,53
1,94,47
1,97,50
1,110,50
1,92,50
1,99,50
1,104,44
1,109,46
1,95,51
1,100,49
1,91,44
1,101,47
1,76,43
1,104,38
1,111,54
1,102,51
1,96,47
1,106,51
1,105,48
1,93,49
1,78,42
1,95,46
1,110,52
1,89,48
1,100,48
1,88,49
1,99,51
1,96,45
1,97,54
1,83,42
1,98,51
1,94,54
1,92,46
1,93,52
1,95,45
1,93,47
1,84,42
1,98,53
1,95,49
1,99,49
1,99,56
1,94,46
1,107,49
1,99,48
1,101,46
1,97,48
1,104,54
1,102,43
1,96,48
1,98,52
1,86,42
1,100,53
1,92,47
1,111,57
1,99,52
1,101,54
1,93,47
1,97,50
1,110,50
1,93,50
1,99,49
1,105,45
1,109,46
1,95,51
1,100,49
1,90,44
1,102,47
1,93,47
1,105,38
1,111,54
1,101,52
1,96,47
1,104,51
1,104,48
1,93,49
1,79,42
1,95,45
1,110,52
1,90,47
1,99,48
1,99,51
1,89,49
1,96,46
1,97,54
1,83,43
1,98,51
1,93,54
1,92,46
1,94,52
1,94,46
1,94,47
1,85,42
1,98,54
1,96,49
1,99,49
1,99,57
1,93,46
1,107,49
1,98,48
1,101,46
1,97,48
1,104,54
1,101,43
1,97,49
1,99,51
1,87,42
1,100,53
1,92,47
1,110,57
1,100,52
1,101,54
1,94,47
1,96,50
1,110,50
1,93,50
1,98,50
1,105,44
1,109,46
1,95,51
1,99,49
1,91,44
1,102,47
1,96,48
1,104,38
1,111,54
1,102,52
1,96,47
1,104,51
1,105,48
1,93,49
1,81,42
1,95,46
1,109,52
1,88,47
1,99,49
1,99,51
1,87,49
1,95,46
1,97,55
1,83,43
1,99,51
1,92,54
1,92,46
1,93,52
1,95,46
1,93,46
1,85,42
1,99,54
1,96,49
1,99,49
1,99,56
1,94,46
1,108,49
1,99,48
1,101,46
1,97,48
1,103,54
1,101,43
1,98,50
1,98,51
1,87,42
1,101,53
1,92,47
1,110,57
1,100,52
1,101,54
1,95,46
1,97,50
1,109,50
1,93,50
1,98,50
1,105,45
1,109,46
1,95,51
1,90,44
1,102,47
1,98,48
1,105,38
1,111,54
1,101,52
1,96,47
1,104,51
1,105,48
1,93,49
1,81,42
1,95,46
1,110,52
1,99,49
1,100,51
1,87,49
1,95,45
1,97,55
1,83,43
1,99,51
1,93,54
1,92,46
1,93,52
1,94,46
1,92,46
1,85,42
1,99,54
1,96,49
1,100,49
1,99,56
1,94,46
1,108,49
1,99,48
1,101,47
1,97,48
1,102,53
1,102,43
1,98,50
1,98,51
1,87,42
1,100,53
1,92,47
1,111,57
1,100,52
1,101,55
1,94,47
1,97,50
1,93,50
1,99,49
1,105,44
1,109,46
1,95,51
1,90,44
1,102,47
1,99,48
1,104,38
1,110,54
1,101,52
1,96,47
1,104,51
1,104,48
1,93,49
1,81,42
1,95,45
1,110,52
1,99,49
1,100,51
1,87,49
1,94,46
1,97,55
1,83,43
1,99,51
1,94,54
1,91,46
1,93,52
1,94,46
1,84,42
1,100,54
1,97,49
1,99,50
1,99,57
1,93,46
1,108,49
1,99,49
1,101,47
1,98,48
1,102,43
1,98,51
1,98,52
1,87,42
1,101,53
1,92,47
1,110,57
1,99,52
1,101,54
1,94,47
1,97,50
1,93,50
1,98,50
1,106,44
1,109,46
1,95,51
1,90,44
1,102,47
1,99,49
1,104,38
1,110,54
1,101,52
1,97,47
1,103,51
1,105,48
1,93,49
1,81,42
1,96,45
1,110,52
1,99,48
1,100,51
1,88,49
1,95,46
1,97,55
1,83,43
1,98,51
1,93,54
1,92,46
1,94,52
1,94,45
1,83,42
1,99,54
1,96,50
1,100,49
1,99,56
1,93,46
1,108,50
1,98,49
1,101,47
1,98,48
1,100,43
1,99,51
1,98,52
1,88,42
1,100,54
1,92,47
1,110,57
1,99,52
1,101,54
1,95,47
1,97,50
1,94,50
1,99,49
1,105,44
1,110,46
1,95,51
1,90,44
1,101,47
1,101,48
1,105,38
1,101,52
1,96,48
1,103,51
1,104,48
1,94,49
1,81,42
1,95,45
1,110,52
1,99,48
1,100,51
1,87,49
1,96,46
1,97,55
1,82,43
1,98,52
1,93,54
1,92,46
1,93,52
1,95,45
1,84,42
1,100,54
1,96,50
1,100,49
1,98,57
1,93,46
1,108,50
1,99,48
1,101,47
1,98,48
1,101,43
1,99,52
1,99,52
1,88,42
2,93,45
2,114,44
2,133,29
2,64,28
2,63,26
2,200,41
2,86,39
2,49,23
2,113,29
2,91,41
2,63,27
2,76,31
2,106,41
2,70,30
2,54,36
2,130,35
2,62,30
2,120,50
2,62,31
2,61,30
2,78,28
2,66,34
2,87,41
2,144,52
2,67,32
2,33,20
2,65,31
2,68,29
2,20,17
2,64,28
2,73,30
2,94,41
2,63,29
2,86,43
2,68,34
2,63,31
2,76,32
2,101,42
2,155,37
2,67,31
2,76,25
2,75,28
2,70,33
2,31,19
2,64,29
2,68,33
2,63,23
2,78,49
2,60,29
2,102,41
2,106,49
2,92,45
2,114,44
2,128,29
2,63,28
2,62,26
2,200,41
2,87,39
2,47,23
2,113,29
2,92,41
2,62,27
2,107,42
2,76,33
2,69,30
2,54,36
2,129,35
2,61,30
2,122,50
2,62,31
2,64,31
2,82,28
2,65,33
2,87,41
2,145,52
2,67,33
2,28,19
2,66,31
2,68,30
2,23,18
2,63,28
2,74,30
2,95,40
2,64,29
2,87,43
2,69,33
2,62,31
2,76,32
2,102,42
2,157,36
2,66,31
2,71,25
2,73,28
2,68,33
2,34,19
2,64,29
2,45,19
2,68,33
2,17,15
2,78,49
2,50,26
2,61,29
2,102,41
2,107,49
2,94,46
2,114,44
2,125,36
2,123,30
2,64,28
2,62,26
2,200,41
2,87,39
2,50,23
2,114,29
2,92,41
2,62,27
2,107,42
2,76,33
2,70,30
2,54,35
2,130,35
2,61,30
2,119,50
2,62,31
2,62,30
2,85,28
2,65,34
2,86,41
2,143,52
2,66,32
2,28,20
2,65,31
2,69,30
2,23,18
2,63,28
2,73,30
2,95,40
2,63,29
2,86,43
2,68,34
2,63,31
2,77,32
2,102,42
2,155,37
2,67,31
2,76,25
2,76,28
2,68,32
2,64,29
2,28,19
2,50,21
2,68,33
2,95,40
2,18,16
2,80,48
2,49,26
2,60,29
2,102,41
2,107,49
2,94,46
2,115,44
2,163,61
2,130,29
2,64,28
2,62,26
2,200,41
2,88,39
2,46,23
2,114,29
2,92,41
2,60,26
2,107,42
2,76,33
2,69,30
2,54,36
2,128,35
2,62,28
2,62,30
2,121,50
2,62,31
2,61,31
2,83,28
2,65,34
2,87,42
2,144,52
2,66,32
2,30,20
2,65,32
2,68,30
2,20,17
2,63,28
2,74,30
2,95,40
2,63,29
2,87,43
2,68,34
2,63,31
2,77,32
2,102,42
2,154,36
2,66,31
2,73,25
2,74,28
2,69,33
2,31,19
2,65,29
2,52,21
2,68,33
2,96,40
2,17,15
2,79,49
2,50,26
2,60,29
2,102,41
2,107,49
2,93,45
2,114,44
2,164,61
2,132,29
2,63,28
2,62,26
2,201,41
2,87,39
2,50,23
2,114,29
2,91,41
2,62,27
2,107,42
2,76,33
2,70,30
2,54,36
2,130,34
2,64,29
2,61,30
2,121,50
2,62,31
2,62,31
2,86,28
2,65,34
2,87,41
2,143,52
2,30,20
2,66,32
2,65,32
2,70,30
2,26,19
2,63,28
2,73,31
2,94,41
2,63,30
2,87,43
2,69,33
2,63,31
2,76,32
2,101,42
2,155,37
2,66,31
2,75,25
2,76,28
2,69,32
2,34,20
2,64,29
2,53,21
2,66,33
2,97,41
2,63,24
2,79,49
2,61,29
2,102,41
2,107,49
2,94,46
2,114,44
2,162,62
2,123,30
2,64,28
2,62,26
2,201,41
2,87,39
2,46,23
2,113,29
2,92,40
2,61,26
2,107,42
2,78,33
2,70,30
2,53,37
2,128,34
2,66,29
2,62,30
2,119,50
2,64,31
2,60,31
2,86,28
2,65,33
2,87,41
2,143,52
2,66,32
2,33,20
2,85,52
2,66,32
2,68,30
2,23,18
2,62,28
2,73,31
2,94,41
2,64,29
2,88,43
2,68,34
2,63,31
2,77,32
2,102,42
2,158,36
2,67,31
2,76,28
2,67,24
2,68,33
2,34,20
2,63,29
2,53,21
2,66,33
2,97,41
2,63,25
2,79,49
2,61,29
2,102,41
2,106,49
2,93,45
2,114,44
2,162,62
2,126,29
2,64,28
2,62,26
2,135,40
2,87,39
2,78,37
2,46,22
2,113,29
2,92,41
2,62,26
2,77,33
2,108,42
2,70,29
2,54,36
2,128,35
2,66,30
2,62,30
2,121,50
2,64,31
2,61,30
2,88,28
2,65,34
2,86,42
2,144,51
2,66,32
2,30,20
2,90,55
2,66,32
2,70,30
2,23,19
2,63,28
2,74,31
2,94,41
2,63,29
2,87,43
2,69,33
2,62,31
2,77,32
2,102,42
2,153,37
2,67,31
2,73,28
2,62,25
2,69,33
2,31,19
2,63,29
2,53,21
2,115,55
2,68,34
2,97,41
2,64,25
2,78,49
2,60,29
2,101,41
2,106,49
2,93,46
2,114,44
2,163,62
2,129,29
2,63,27
2,61,25
2,200,41
2,87,39
2,47,22
2,114,29
2,91,41
2,61,26
2,65,32
2,108,42
2,77,33
2,69,29
2,54,36
2,128,34
2,66,30
2,61,30
2,120,51
2,64,31
2,62,30
2,85,28
2,65,34
2,87,41
2,141,52
2,33,20
2,66,32
2,93,56
2,66,32
2,70,30
2,23,18
2,64,28
2,74,31
2,94,41
2,63,30
2,87,43
2,69,33
2,63,31
2,76,32
2,101,42
2,155,36
2,67,31
2,73,28
2,62,25
2,69,33
2,31,19
2,64,29
2,53,21
2,116,55
2,67,33
2,97,41
2,63,25
2,81,48
2,61,29
2,102,41
2,107,49
2,17,16
2,93,46
2,114,44
2,162,61
2,129,29
2,63,27
2,61,25
2,202,41
2,87,40
2,47,23
2,114,29
2,92,41
2,63,26
2,66,33
2,77,33
2,108,42
2,69,30
2,52,36
2,130,34
2,57,25
2,66,30
2,61,30
2,121,51
2,65,31
2,63,30
2,87,29
2,65,34
2,142,51
2,87,42
2,66,32
2,94,57
2,31,20
2,65,32
2,70,30
2,26,19
2,63,28
2,73,31
2,94,41
2,64,29
2,87,43
2,69,33
2,63,31
2,77,32
2,102,42
2,155,36
2,67,31
2,73,29
2,61,25
2,69,33
2,32,20
2,65,29
2,50,21
2,116,55
2,67,33
2,97,42
2,65,25
2,79,49
2,60,29
2,101,41
2,107,49
2,93,46
2,114,44
2,164,61
2,133,29
2,63,27
2,62,26
2,201,41
2,87,39
2,46,22
2,113,30
2,91,40
2,62,26
2,67,34
2,76,33
2,107,42
2,70,30
2,53,37
2,128,34
2,57,26
2,65,31
2,62,30
2,121,50
2,65,31
2,62,30
2,86,28
2,65,34
2,142,51
2,87,41
2,36,20
2,66,32
2,93,57
2,65,31
2,68,30
2,26,19
2,63,28
2,73,31
2,95,41
2,64,29
2,88,43
2,68,33
2,63,31
2,76,32
2,81,38
2,102,42
2,153,36
2,66,32
2,79,29
2,67,24
2,69,33
2,36,20
2,65,29
2,53,21
2,117,55
2,66,33
2,97,41
2,64,25
2,79,49
2,61,30
2,102,42
2,108,49
2,93,45
2,114,44
2,164,61
2,131,29
2,63,27
2,62,25
2,200,41
2,87,39
2,46,22
2,114,29
2,91,40
2,61,27
2,67,34
2,77,33
2,108,42
2,70,30
2,53,36
2,129,34
2,57,27
2,66,30
2,61,30
2,122,50
2,65,31
2,61,30
2,90,28
2,66,34
2,75,38
2,141,51
2,87,41
2,66,32
2,31,20
2,93,57
2,66,32
2,70,30
2,23,18
2,64,28
2,73,31
2,95,41
2,65,30
2,88,43
2,69,33
2,64,31
2,77,32
2,83,38
2,101,41
2,152,36
2,66,31
2,77,29
2,65,25
2,69,33
2,52,26
2,30,19
2,65,29
2,52,21
2,118,55
2,68,33
2,97,42
2,79,49
2,51,25
2,61,29
2,103,41
2,107,49
2,92,46
2,114,44
2,163,61
2,134,29
2,63,27
2,61,25
2,201,41
2,87,39
2,46,22
2,114,30
2,91,40
2,62,27
2,67,34
2,76,33
2,108,42
2,70,30
2,53,37
2,127,34
2,58,27
2,65,30
2,61,30
2,122,50
2,64,31
2,63,30
2,86,28
2,66,34
2,76,39
2,141,51
2,87,41
2,66,32
2,36,20
2,95,57
2,66,32
2,29,20
2,70,30
2,42,25
2,63,28
2,73,31
2,95,40
2,64,30
2,88,43
2,69,33
2,64,31
2,77,32
2,83,38
2,101,42
2,154,36
2,66,31
2,79,29
2,68,24
2,68,32
2,64,27
2,31,19
2,64,29
2,54,21
2,68,33
2,118,55
2,97,42
2,66,26
2,79,49
2,61,29
2,103,41
2,107,49
2,90,46
2,92,45
2,114,44
2,164,61
2,131,29
2,63,27
2,61,25
2,202,41
2,87,39
2,46,22
2,114,30
2,91,40
2,62,26
2,68,34
2,108,42
2,77,33
2,71,30
2,53,36
2,129,34
2,59,28
2,66,31
2,61,30
2,122,50
2,64,31
2,57,30
2,86,29
2,65,34
2,76,39
2,142,50
2,87,41
2,66,32
2,33,20
2,95,58
2,66,32
2,70,30
2,26,19
2,59,32
2,62,28
2,74,31
2,94,40
2,64,30
2,87,43
2,68,33
2,63,31
2,77,32
2,84,39
2,101,41
2,154,36
2,66,31
2,78,29
2,66,24
2,69,32
2,64,28
2,34,20
2,64,29
2,48,21
2,66,34
2,118,55
2,97,42
2,65,25
2,79,49
2,61,29
2,101,42
2,108,49
2,90,47
2,92,45
2,114,44
2,163,61
2,132,29
2,61,27
2,61,25
2,202,41
2,87,39
2,46,22
2,114,30
2,90,40
2,62,26
2,67,35
2,108,42
2,76,33
2,71,30
2,53,36
2,129,34
2,60,28
2,66,31
2,61,30
2,121,51
2,65,31
2,55,29
2,90,28
2,66,34
2,76,39
2,87,41
2,33,20
2,65,32
2,95,58
2,67,32
2,69,30
2,26,19
2,63,34
2,62,27
2,74,31
2,95,40
2,64,30
2,87,43
2,68,33
2,62,31
2,78,32
2,84,39
2,101,42
2,148,36
2,66,31
2,78,29
2,56,24
2,69,32
2,64,28
2,31,19
2,64,29
2,48,21
2,67,33
2,118,55
2,97,42
2,64,26
2,79,48
2,61,30
2,101,42
2,108,49
2,91,47
2,92,45
2,114,44
2,165,61
2,134,29
2,62,27
2,61,25
2,193,40
2,87,39
2,47,22
2,114,29
2,62,27
2,68,34
2,76,33
2,109,42
2,70,30
2,53,36
2,127,34
2,60,28
2,66,30
2,62,30
2,122,50
2,64,31
2,88,29
2,66,34
2,76,39
2,65,30
2,87,41
2,36,21
2,66,32
2,96,59
2,66,32
2,69,30
2,26,19
2,64,36
2,62,27
2,74,31
2,94,41
2,65,30
2,89,43
2,67,32
2,62,31
2,77,32
2,85,40
2,101,42
2,67,32
2,78,29
2,57,24
2,68,32
2,64,28
2,37,20
2,64,29
2,48,21
2,68,33
2,118,55
2,97,42
2,65,26
2,79,48
2,61,29
2,102,42
2,109,49
2,92,47
2,92,45
2,113,44
2,165,61
2,126,29
2,63,27
2,18,17
2,59,25
2,201,41
2,87,39
2,45,22
2,114,29
2,61,27
2,68,34
2,77,33
2,109,42
2,70,30
2,52,36
2,128,34
2,60,28
2,66,30
2,61,30
2,121,51
2,64,31
2,90,28
2,65,34
2,76,39
2,69,31
2,87,42
2,65,31
2,95,59
2,32,20
2,66,32
2,69,30
2,26,19
2,64,36
2,33,21
2,75,31
2,93,42
2,65,30
2,88,43
2,68,33
2,62,31
2,77,32
2,85,39
2,100,42
2,67,32
2,78,29
2,60,24
2,68,32
2,64,29
2,34,20
2,64,29
2,49,21
2,66,33
2,119,55
2,97,42
2,65,26
2,79,49
2,61,29
2,101,42
2,108,49
2,92,48
2,92,45
2,113,44
2,166,61
2,130,29
2,62,28
2,202,41
2,86,39
2,45,22
2,113,30
2,62,26
2,68,35
2,109,42
2,77,33
2,71,30
2,52,36
2,127,34
2,59,28
2,65,30
2,61,29
2,121,51
2,48,24
2,64,31
2,87,29
2,65,34
2,77,40
2,70,32
2,87,41
2,36,20
2,65,31
2,96,59
2,65,32
2,30,20
2,68,30
2,65,36
2,74,31
2,94,41
2,65,30
2,88,43
2,67,32
2,62,31
2,78,33
2,84,39
2,101,42
2,67,32
2,80,29
2,61,24
2,64,29
2,36,20
